depa_nombre,muni_nombre,sede_nombre,direccion,telefono,email,naju_nombre,fecha_corte_REPS
BOGOTÁ D.C,BOGOTÁ,LABINTOX S.A.S SEDE IPSO,CALLE 134 BIS No. 18-43,3099174 - 3099175 - 3099176,labintox@hotmail.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,FUNDACION SANTA FE DE BOGOTA,CL 119 # 7 75,6030303,dirhospital@fsfb.org.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,CENTRO DE ESTUDIOS E INVESTIGACIONES EN SALUD,"Calle 119 # 7- 74 Piso 2- Consultorio 1,2,3 y 4",6030303,dirhospital@fsfb.org.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Carrera  8#17-44 SUR,3282300 Ext. 2520,direcciongeneral1@ncsanrafael.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,UNIMEDICA SANTAFE KENNEDY,KR 78 K # 33 A 39 SUR,4524794 - 3174038396 - 3173682892 - 3186156250 - 3174349439,ALCADAI1@HOTMAIL.COM,_,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,UNIDAD MEDICA SANTA FE AMERICAS,Calle 6 A No. 69 c 56,7430506 - 4140827 - 3174025612 - 3163847676 - 3173682892,alcadai1@hotmail.com,_,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,IPS COMFASALUD CENTRO,CALLE 17 # 10 16 PI 9,3374995-3421601,ipscomfasalud@hotmail.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,IPS COMFASALUD SIERRA MORENA,Carrera 75 # 74 A 22 SUR,_,_,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,ENFASO VACUNACION 314,Av Calle 127 N 21 - 60 Cons 314,2870569,enfasoltda@latinmail.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,OMNISALUD BOGOTA,AK 24 86 A 12,2570080,direccionadministrativa@valorar.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,FRANCISCO JAVIER LEAL QUEVEDO,CALLE 97A # 10 - 67 Consultorio 305,6171825 - 6107072,fraleque@hotmail.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,CRUZ ROJA COLOMBIANA SECCIONAL CUNDINAMARCA Y BOGOTA,AK 68 No 68 B 31,7460909,dsalud@cruzrojabogota.org.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,CRUZ ROJA COLOMBIANA SECCIONAL CUNDINAMARCA Y BOGOTA SERVICIO DE VACUNACION PLAZA DE LAS AMERICAS,TV 71 D # 6 94 SUR LOCAL 1512AC1,7460909,dsalud@cruzrojabogota.org.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,CRUZ ROJA COLOMBIANA SECCIONAL CUNDINAMARCA Y BOGOTA SERVICIO DE VACUNACION UNICENTRO,AV 15 # 123 30 ENTRADA 3,7460909,dsalud@cruzrojabogota.org.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,CRUZ ROJA COLOMBIANA SECCIONAL CUNDINAMARCA Y BOGOTA SERVICIO DE VACUNACION PORTAL DE LA 80,TV 100 A 80 A 20,7460909,dsalud@cruzrojabogota.org.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,CRUZ ROJA COLOMBIANA SECCIONAL CUNDINAMARCA Y BOGOTA SERVICIO DE VACUNACION GALERIAS,CL 53B # 25 21 Entrada No. 10,7460909,dsalud@cruzrojabogota.org.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,CRUZ ROJA COLOMBIANA SECCIONAL CUNDINAMARCA Y BOGOTA SERVICIO DE VACUNACION ANDINO,KR 11 # 82 01/71 PLAZA CREA PISO 1,7460909,dsalud@cruzrojabogota.org.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,CRUZ ROJA COLOMBIANA SECCIONAL CUNDINAMARCA Y BOGOTA SEDE NORTE,Av. Carrera. 45 No. 145 - 64 Piso 1 - Piso 2 Consultorios: 201 al 214  - 206 al 210,7460909,dsalud@cruzrojabogota.org.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,ZONAMEDICA MR SAS,CALLE 40 NO. 26A-50,7514626,zonamedica.ips@gmail.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,CRUZ ROJA COLOMBIANA SECCIONAL CUNDINAMARCA Y BOGOTA SEDE ALQUERIA,Av. Carrera. 68 No. 31 - 41 SUR,7460909,dsalud@cruzrojabogota.org.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,CRUZ ROJA COLOMBIANA SECCIONAL CUNDINAMARCA Y BOGOTA SERVICIO DE VACUNACION AEROPUERTO,"MODULO 11-NIVEL 8.70, LOCAL 3139 A-11 DEL AEROPUERTO EL DORADO - COSTADO SUR",7460909,dsalud@cruzrojabogota.org.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,SALUD OCUPACIONAL DE LOS ANDES LTDA,KR 24 # 84-37,7560686 Ext. 100 - 203 - 3203337914,alexander.leon@soandes.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,UNIDAD DE SERVICIOS DE SALUD DE LA UNIVERSIDAD NACIOANAL DE COLOMBIA UNISALUD,KR 45 No. 26 85,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,AREA DE SALUD DE BIENESTAR DE LA UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA POLIDEPORTIVO,KR 30 N 45 -03 EDIFICIO 103 POLIDEPORTIVO CS 105 - 107,3165000 Ext. 21061,areasalud_bog@unal.edu.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,IPS CORVESALUD SEDE TEUSAQUILLO,KR 13 N 37-37 PI 2 Y 3,2457340,_,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,IPS CORVESALUD SEDE KENNEDY,AVENIDA BOYACA No 36 57 SUR,7563900,gerencia@corvesalud.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,IPS CORVESALUD SEDE FONTIBON,CL 17 No. 96 H 27,2678503-4133775,corvefontibon@etb.net.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,UNIDAD DE SERVICIOS KENNEDY,TV 78 H # 41 C 48 SUR,57 1 4285088,abarragan@compensar.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,UNIDAD DE SERVICIOS CALLE 26,AC 26 No 66 A 48,57 1 4285088,abarragan@compensar.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,UNIDAD DE SERVICIOS CALLE 42,CALLE 42 # 13 19,57 1 4285088,abarragan@compensar.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,UNIDAD DE SERVICIOS CALLE 134,AC 134 # 7 B 83 LC 17 y PI 11,57 1 4285088,abarragan@compensar.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,COMPENSAR UNIDAD DE SERVICIOS CALLE 67,CL 67 # 10 06,57 1 4285088,abarragan@compensar.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,UNIDAD DE SERVICIOS SUBA,CL 139 No. 94-55 PI 1-5-6,57 1 4285088,abarragan@compensar.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,UNIDAD DE SERVICIOS CALLE 94,Cl 94 No 23 -43,57 1 4285088,abarragan@compensar.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,UNIDAD DE SERVICIOS AVENIDA PRIMERO DE MAYO,AV 1o. DE MAYO No 10 BIS - 22 SUR,57 1 4285088,abarragan@compensar.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,UNIDAD DE SERVICIOS FONTIBON,DG 16 # 104 51,57 1 4285088,abarragan@compensar.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,UNIDAD DE SERVICIOS CALLE 145,AK 45 No. 145 - 24 P1-2-3,57 1 4285088,abarragan@compensar.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,SEDE CENTRO DE DISTRIBUCION INMUNIZACION EXTRAMURAL,KR 97# 24 C - 51 LC 7 PI 1 MUELLE INDUSTRIAL,57 1 4285088,abarragan@compensar.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,UNIDAD DE SERVICIOS DE SALUD CALLE 153,KR 59 No. 152B 79 PI1 PI3 PI4 PI5 PI6,57 1 4285088,abarragan@compensar.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,UNIDAD DE SERVICIOS DE SALUD AUTOPISTA SUR,AC 57 R SUR # 73 I - 55 Consultorios 106 a 135 y 201 a 205,57 1 4285088,abarragan@compensar.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,MARIA DE LOS ANGELES MUÑOZ MOTTA,CL 91 # 19 C 55 CS 705,6911458,mariaangela2@yahoo.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,QUALITAS SALUD LTDA,KR 10A # 67 63,5454875,gerencia@qualitassaludltda.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,QUALITAS SALUD LIMITADA,Carrera 31 B # 1 C - 26,4910549,gerencia@qualitassaludltda.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,IPS SURA CHAPINERO BOGOTA,Carrera 7 # 54 27,2497071,dmcorrea@sura.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,IPS SURA OLAYA BOGOTA,AK 14 # 26 A 79 SUR,3721010,kordosgoitia@sura.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,SALUD SURA CALLE 100 BOGOTA,Cl. 100 No. 19 A - 35,(1) 487 38 88,mesandoval@sura.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,CENTRO ADMINISTRATIVO Y ASISTENCIAL CM,Carrera. 19C No. 91-08,6161799 Ext. 116,sdirmedica@clinicadelamujer.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,UNIDAD DE PREVENCION Y VACUNACION INTERNACIONAL (UPV),AK 7 # 119 14 CONS 328,_,_,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,CLINICA INFANTIL COLSUBSIDIO,CALLE 67 # 10 - 27,2544200,andrea.hernandez3@colsubsidio.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,LIGA CONTRA EL CANCER SECCIONAL BOGOTA,CALLE 56 # 6 28,_,calidad-pamec@ligacontraelcancer.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,CLINICA COLSUBSIDIO CIUDAD ROMA,CALLE 53 SUR # 79 D 71,3002055701 - 7431040 Ext. 219,_,_,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,CENTRO MEDICO COLSUBSIDIO USAQUEN,AK7 # 123 65 PI 3 - 4 - 5,7423938,zlfmcmus@colsubsidio.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,CENTRO MEDICO COLSUBSIDIO CALLE 26,CL 26 # 24 52 PI 1 Y 3,7459060,andrea.hernandez3@colsubsidio.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,CENTRO MEDICO COLSUBSIDIO CALLE 63,Carrera 24 # 62 50,7565500,andrea.hernandez3@colsubsidio.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,CENTRO MEDICO COLSUBSIDIO SANTA LIBRADA,AK 1 # 76 A 04 SUR PI 2 y 3,7563700- 7563709,andrea.hernandez3l@colsubsidio.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,CAJA COLOMBIANA DE SUBSIDIO FAMILIAR COLSUBSIDIO CLINICA COLSUBSIDIO EL LAGO,"CALLE 75 # 13-37 Pisos 1, 2 y3",7456983,andrea.hernandez3@colsubsidio.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,CLINICA MATERNO INFANTIL COLSUBSIDIO,CALLE 163 A # 15 77/89,3164732886,julia.herrerad@colsubsidio.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,CENTRO MEDICO COLSUBSIDIO TIERRA GRATA,KR 101 # 69 - 67,2298255,andrea.hernandez3@colsubsidio.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,CENTRO MEDICO COLSUBSIDIO FONTIBON,CL 17 # 114 12 LC 5-6-18,7435841- 7455273,andrea.hernandez3@colsubsidio.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,CENTRO MEDICO COLSUBSIDIO PORTAL DEL NORTE,AK 45 # 176 31 PI 2,7452078 -79-80-84-85,andrea.hernandez3@colsubsidio.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,CENTRO MEDICO COLSUBSIDIO PRIMERO DE MAYO,TV 78 H # 42 C 10 SUR PI 2,3906880-26-27,andrea.hernandez3@colsubsidio.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,CENTRO MEDICO COLSUBSIDIO CHICALA,KR 85 C# 53 21 SUR,7455223,andrea.hernandez3@colsubsidio.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,CENTRO MEDICO COLSUBSIDIO RESTREPO,CL 19 SUR # 21-32 PI 3 y 4,2783316,andrea.hernandez3@colsubsidio.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,CENTRO MEDICO COLSUBSIDIO QUIROGA,CL 38 SUR # 18 30,7600733,andrea.hernandez3@colsubsidio.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,SALUD PREFERENCIAL MAZUREN,CALLE 152 # 53 A 05 PISO 3,7436756 Ext. 3321,andrea.hernandez3@colsubsidio.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,CENTRO MEDICO COLSUBSIDIO SUBA,calle 145 # 92 - 30 LC 2-1,7420393,andrea.hernandez3@colsubsidio.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,CENTRO MEDICO COLSUBSIDIO IPANEMA,CL 26 SUR # 93 D 12,4673525,andrea.hernandez3@colsubsidio.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,PUNTO DE ATENCION EN SALUD AV BOYACA,AK 72 # 63 F 49,2512676 - 2512682,Ginna.DelgadilloO@colsubsidio.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,PUNTO DE ATENCION EN SALUD SUBA,CL 147 # 101 - 56 Locales 324- 325- 329 y 330.,6924439- 6922077,Ginna.DelgadilloO@colsubsidio.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,CENTRO MEDICO COLSUBSIDIO PORVENIR,Cl 54 F Sur # 93 C 18 LC 251,7434383 Ext. 73422,andrea.hernandez3@colsubsidio.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,PUNTO DE ATENCIÓN EN SALUD SURA SUR,KR 13 A # 3 - 01 SUR,3907966,ginna.delgadilloO@colsubsidio.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,CENTRO MÉDICO COLSUBSIDIO UNICENTRO DE OCCIDENTE,KR 111C # 86 - 05 PI 2 LC 2-05 Centro comercial Unicentro de Occidente,7431806- 7431803- 7431809-7431811- 7437695,ANDREA.HERNANDEZ3@COLSUBSIDIO.COM,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,CENTRO MÉDICO COLSUBSIDIO PLAZA CENTRAL,KR 65 # 11-50 PI 2 LC 2-41,7420100,andrea.hernandez3@colsubsidio.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,MEDIEXPRESS,KR 49 D # 91 98,_,_,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,Sociedad de Cirugía de Bogotá - Hospital de San José,CL 10 No. 18 - 75,3538000 Ext. 523 -  509,calidad@hospitaldesanjose.org.co - habilitacion@hospitaldesanjose.org.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,SERVICIOS DE SALUD OCUPACIONAL UNIMSALUD SAS,Carrera 22 # 72 35 / 29,_,_,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,UNIMSALUD EJECUTIVA,CALLE 72 A No 20 C 55,2359599,mrodriguez@unimsalud.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
CALDAS,VICTORIA,HOSPITAL SAN SIMON,Carrera  4 # 8-23,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,ASOCIACION PROBIENESTAR DE LA FAMILIA COLOMBIANA PROFAMILIA,CALLE 34 # 14 52,3390900,pilotodir@profamilia.org.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,CLINICA JUAN N CORPAS LTDA,KR 111 # 159 A 61,6865000,elizabeth_cristancho@juanncorpas.edu.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,CENTRO MEDICO CORPAS SUBA,KR 92 # 145-61,6850224-6850226,elizabeth_cristancho@juanncorpas.edu.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,FUNDACION CARDIO INFANTIL INSTITUTO DE CARDIOLOGIA,CL 163 A # 13 B 60,6672727 Ext. 53304  - 3183569506,jortizm@cardioinfantil.org,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,CLINICA REINA SOFIA,CR. 21 NO. 127 - 03 - AC 127 21 - 60 CN 106- 107- 108- 109- 110 LC 107- 108- 109- 111,6466060 Ext. 5717528,sfiguero@colsanitas.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,CLINISANITAS ILARCO,TV 60 # 115 - 58 TO B OF 304 A LA 317 y TO C LC 103 Y 104,6 247240,sfiguero@colsanitas.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,CLINICA UNIVERSITARIA COLOMBIA,"CL 23 No. 66 - 46 Int. 5, Int.4. Piso 3 CN 201, 202, 203, 204, 205, 206, 208, 511, 512, 513, 514, 704, 708, 712, 719, 720, 721, 722, 723, 725, 727, 814, 911, 920, 921, 927, 1009, 1013, 1214, 301, 305, 320, 919 UN 103",5948650,sfiguero@colsanitas.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,CLINISANITAS CALLE 96,KR 14 96 -22,5895455,sfiguero@colsanitas.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,CLINISANITAS COLINA CAMPESTRE,Carrera 59 NO. 152 19,5895433,sfiguero@colsanitas.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,CLINICA PEDIATRICA,AC 127 20 56,6466060,sfiguero@colsanitas.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,CLINISANITAS LA CALLEJA,CALLE 127 NO 20 - 16 EDIFICIO PLUSS 127 PROPIEDAD HORIZONTAL PISO 6,7436767,sfiguero@colsanitas.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,JAVESALUD SANTA BARBARA,AK 45 # 123 - 60/24,6169833,direccion@javesalud.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,JAVESALUD SANTA BEATRIZ,CALLE 127 No. 17 A 81,6169833,direccion@javesalud.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,SERVIMED IPS S.A UNIDAD MEDICA OLAYA SEDE 2,CL 27 SUR # 19c - 28,3729350,servimedcalidad@etb.net.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,SERVIMED I.P.S.-S.A. UNIDAD MEDICA SANTA LIBRADA,CLL 76 A SUR # 0 - 43 ESTE PRIMER PISO,4169166,DIRECCIONCALIDAD@SERVIMEDIPS.COM,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,SERVIMED IPS UNIDAD MEDICA TUNAL,CL 52 A SUR No 27-91,6060125,SERVIMEDCALIDAD@ETB.NET.CO,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,SERVIMED IPS SA UNIDAD MEDICA NORMANDIA,Kra 70 No 54 -27,3399105,direccioncalidad@servimedips.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA,Carrera 8 # 0 29 SUR,4077075 Ext. 10702,gerencia@hus.org.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,UNIMARLY,Carrera 13 # 48 63,_,_,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,FUNDACION MEDICA MIRA TU SALUD,CL 24 A SUR # 68 H 66,4173145,subadministrativa@miratusalud.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,HOSPITAL UNIVERSITARIO SAN IGNACIO,Carrera 7 # 40 62,5946161,jccastellanos@husi.org.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,MEDISHI MEDICINA SEGURIDAD E HIGIENE INDUSTRIAL SAS,CALLE 63 #21-19,7448689-3108085286,ocarmona@medishi.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,VIRREY SOLIS I.P.S S.A. OLAYA,CLL 27 SUR No 21 A 19,4473535 Ext. 248- 246,garantiacalidadvs@virreysolisips.com.co- calidad@virreysolisips.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,VIRREY SOLIS IPS S.A-KENNEDY,KR 78 F # 41 B 06 SUR,4473535 Ext. 248- 246,garantiacalidadvs@virreysolisips.com.co- calidad@virreysolisips.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,VIRREY SOLIS I.P.S S.A. VENECIA,KR 53 50 48 SUR,4473535 Ext. 248- 246,garantiacalidadvs@virreysolisips.com.co- calidad@virreysolisips.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,VIRREY SOLIS I.P.S S.A. FONTIBON,DG 16 N° 104-51 LOC 11,4473535 Ext. 248- 246,garantiacalidadvs@virreysolisips.com.co- calidad@virreysolisips.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,VIRREY SOLIS I.P.S S.A. AMERICAS,AV LAS AMERICAS # 66 A 27,4473535 Ext. 248- 246,garantiacalidadvs@virreysolisips.com.co- calidad@virreysolisips.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,VIRREY SOLIS IPS. S.A. MINUTO,CALLE 79 N ° 89 A 40 OF 301,4473535 Ext. 248- 246,garantiacalidadvs@virreysolisips.com.co- calidad@virreysolisips.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,VIRREY SOLIS IPS S.A CHAPINERO,AV CARACAS No 49 83,4473535 Ext. 248- 246,garantiacalidadvs@virreysolisips.com.co- calidad@virreysolisips.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,VIRREY SOLIS IPS S.A. AUTOPISTA NORTE CALLE 162,AK 45 (AUTOP NORTE) # 162 - 52,4473535 Ext. 248- 246,garantiacalidadvs@virreysolisips.com.co- calidad@virreysolisips.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,VIRREY SOLIS IPS S.A - SUBA,AC 145 No 85-52 LOCAL 1 - LOCAL 3,4473535 Ext. 248- 246,garantiacalidadvs@virreysolisips.com.co,_,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,VIRREY SOLIS IPS.S.A. CALLE 98,KR 49 No 98 A 28,4473535 Ext. 248- 246,garantiacalidadvs@virreysolisips.com.co- calidad@virreysolisips.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
BOGOTÁ D.C,BOGOTÁ,VIRREY SOLIS IPS S.A. BOSA,AK 86 N° 43 - 04 SUR LC 35,4473535 Ext. 248- 246,garantiacalidadvs@virreysolisips.com.co- calidad@virreysolisips.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
